Crop_Type,Region,State,Rainfall_mm,Temp,Humidity,Fertilizer,Soil_pH,Soil_Moisture,Sunlight,Estimated_Yield_kg_ha
Rice,West,Maharashtra,646.204615,26.56850801,67.57773952,135.0641024,6.493437152,48.15370377,8.555028804,3402.499613
Rice,West,Maharashtra,704.2163668,27.26516439,65.81920185,147.0546619,6.495070593,48.03769925,8.741642885,3534.98242
Rice,West,Maharashtra,723.8284158,27.1722745,66.77512525,141.8075176,6.44281369,48.21711941,8.593354002,3468.782471
Rice,West,Maharashtra,696.7865622,25.87089057,66.90255018,140.4642245,6.50799282,45.94464972,8.853141568,3370.073773
Rice,West,Maharashtra,724.23643,27.25631662,66.70754538,148.8765545,6.440318158,49.83830835,8.800116464,3399.406969
Rice,West,Maharashtra,734.8116325,26.84997209,68.57738726,141.3016092,6.493284563,49.62161655,8.758697744,3237.720204
Rice,West,Maharashtra,732.6085061,26.00250481,70.06509241,145.6335257,6.445451678,47.17837142,8.378859066,3467.761845
Rice,West,Maharashtra,692.2991429,27.46779632,70.62061749,146.9784191,6.471891599,47.58155625,8.263312362,3379.11949
Rice,West,Maharashtra,724.1212908,27.96934969,65.53130226,137.0376787,6.498679712,48.56032232,8.438079296,3563.609157
Rice,West,Maharashtra,688.1540163,26.99132864,69.0925685,140.0321113,6.478180705,47.78078039,8.582327408,3444.498346
Rice,West,Maharashtra,693.5300984,27.9591883,69.1218389,138.5225984,6.53484772,47.33236102,8.834624928,3555.446329
Rice,West,Maharashtra,697.3174464,27.26863016,64.8582477,134.3661627,6.44030375,48.28588619,8.946503,3834.695022
Rice,West,Maharashtra,715.9512775,27.30050668,64.39788453,137.286631,6.460610812,46.7583048,8.566371236,3429.186413
Rice,West,Maharashtra,650.5175047,27.44874615,65.85451395,141.1962343,6.603704133,46.16123082,8.093942495,3457.099367
Rice,West,Maharashtra,727.5239909,28.17500847,65.54090081,142.4834961,6.476734477,47.78810329,9.128868669,3274.554451
Rice,West,Maharashtra,706.3434915,27.2806159,70.17157265,140.4899158,6.515402527,47.21670287,8.653825388,3448.521159
Rice,West,Maharashtra,715.5392972,26.7782338,68.75420079,139.8536859,6.556302513,47.89721255,8.245393506,3689.288225
Rice,West,Maharashtra,677.3566925,26.6077402,66.80867741,146.8721905,6.393216289,54.27549707,8.811211362,3533.485837
Rice,West,Maharashtra,698.62765,27.17133244,69.04224486,143.2260779,6.527780223,48.17916136,8.560532316,3477.309007
Rice,West,Maharashtra,695.127293,27.68026206,69.18711344,125.2980568,6.532795039,48.38947239,8.596258249,3441.722232
Rice,West,Maharashtra,728.102818,27.56851588,66.45424466,142.0352614,6.451417163,45.24076367,8.474656555,3629.359021
Rice,West,Maharashtra,723.8281261,27.30785125,69.45019157,142.5808914,6.46792592,48.86384509,8.760081905,3613.143699
Rice,West,Maharashtra,729.7228343,27.42498231,68.70289642,145.3507512,6.498673937,46.2362507,8.567386607,3388.264603
Rice,West,Maharashtra,683.1205431,26.9132888,66.41516016,138.4601924,6.405319267,48.42658741,8.600241095,3377.436705
Rice,West,Maharashtra,716.4811417,27.56254208,64.78488027,136.1863761,6.461542883,46.1201938,8.765894968,3470.926079
Rice,West,Maharashtra,693.387129,25.79768258,69.27083606,133.803708,6.502996632,48.55475388,8.872131719,3303.67694
Rice,West,Maharashtra,624.5121961,27.11030973,71.60102236,146.1947318,6.510482971,47.01672763,8.761424519,3353.96807
Rice,West,Maharashtra,711.9089442,27.3032821,70.12041981,153.7983002,6.519620798,46.98207275,8.594885138,3234.638614
Rice,West,Maharashtra,682.6321717,26.75443054,66.9518232,140.7617744,6.458879003,50.24206133,8.600041413,3498.604952
Rice,West,Maharashtra,691.8026321,27.09311441,69.65019653,135.6643489,6.467094176,47.39254794,8.330825815,3377.111321
Rice,West,Maharashtra,688.0944782,27.52463351,68.52512266,140.9679496,6.542544898,47.72525642,8.67809297,3484.516737
Rice,West,Maharashtra,706.6340587,26.65034481,63.12236568,139.3286042,6.571137407,49.8524308,8.793079497,3685.419608
Rice,West,Maharashtra,702.2164398,27.11838942,66.76469621,138.4196357,6.530788557,50.40776887,8.572110745,3432.47161
Rice,West,Maharashtra,700.013199,27.36072405,65.11229037,128.5190952,6.472473158,45.55857515,8.49837196,3477.832952
Rice,West,Maharashtra,688.6687898,27.87148052,68.65348953,141.5023718,6.531110357,45.72233376,8.807822357,3488.635357
Rice,West,Maharashtra,716.7620154,26.35688566,64.89248247,144.0894483,6.518820476,46.19589689,8.426067384,3668.815218
Rice,West,Maharashtra,670.2647027,27.98560377,66.19875853,143.1919596,6.483569076,49.20637486,8.4911772,3475.581064
Rice,West,Maharashtra,701.0229794,26.39868753,69.48164869,137.4339322,6.488570004,46.01130125,8.087533268,3471.345836
Rice,West,Maharashtra,760.3153855,27.47076257,67.96147924,138.6855459,6.501123295,49.09423823,8.363837437,3667.148254
Rice,West,Maharashtra,717.8845329,27.43091144,68.87695148,140.0980833,6.533643062,49.18362827,8.529191858,3413.959734
Rice,West,Maharashtra,702.5464074,27.92941209,65.52178585,132.6623737,6.508238042,48.1017754,8.634668333,3536.59298
Rice,West,Maharashtra,694.4199436,27.89391806,64.79819204,135.8575149,6.494837262,44.71362238,8.564829119,3749.220525
Rice,West,Maharashtra,700.5221622,27.13842054,65.47967047,136.918193,6.481240181,47.36456981,8.856328759,3583.653659
Rice,West,Maharashtra,672.2135511,27.14790287,68.9964435,145.7007452,6.579027034,45.96981162,8.437828498,3311.363321
Rice,West,Maharashtra,694.1495035,27.27981502,69.97466903,139.6202449,6.484007624,48.30351598,8.43297142,3813.430808
Rice,West,Maharashtra,659.8084743,27.11084435,72.04721244,140.0339992,6.490498048,47.28510915,8.563921664,3705.927271
Rice,West,Maharashtra,644.7034522,27.92006022,65.1520857,138.6667384,6.478537779,49.17710654,8.28037513,3569.3259
Rice,West,Maharashtra,750.6077406,26.1820956,68.37941234,136.6900891,6.52129436,48.03829555,8.471702618,3573.180843
Rice,West,Maharashtra,745.1087027,26.88545772,69.43951588,133.5336352,6.452178181,48.94481256,8.896823206,3553.342002
Rice,West,Maharashtra,692.1735492,26.99957484,65.49918453,143.0225766,6.544116653,47.09581933,8.50599157,3539.881734
Rice,West,Maharashtra,689.0820066,26.96032043,72.19944358,138.7648715,6.482082992,46.70491639,8.748838394,3472.816374
Rice,West,Maharashtra,683.765674,27.79278242,70.83920601,136.9978822,6.406673002,50.01502738,8.463074035,3618.59384
Rice,West,Maharashtra,650.7474046,27.5355584,65.57765614,143.6538206,6.500713653,46.09212116,8.518592737,3602.947769
Rice,West,Maharashtra,702.6473613,27.35064779,71.95288117,132.1787919,6.580860629,48.20871188,8.42024319,3300.452956
Rice,West,Maharashtra,695.2719902,27.55299007,67.74490176,147.5557747,6.427441215,47.9758221,8.349521311,3554.544782
Rice,West,Maharashtra,722.1721848,26.74754292,62.79157229,140.9947407,6.521836928,48.80858951,8.847156438,3339.341948
Rice,West,Maharashtra,717.0054026,27.71550451,64.44282483,141.5982591,6.474791008,47.83695465,8.669535297,3426.915715
Rice,West,Maharashtra,683.107298,27.02049145,65.82550812,134.5708744,6.533968664,45.70241193,8.7332625,3569.388694
Rice,West,Maharashtra,656.8548318,26.59346121,70.38821881,135.0941723,6.476779787,48.92412179,8.756678102,3462.269167
Rice,West,Maharashtra,685.0622451,27.85342192,71.47779933,144.8942903,6.504265907,46.38346856,8.433911119,3578.377116
Rice,West,Maharashtra,710.4599555,27.84095916,69.30090019,132.4845985,6.552597381,46.00387875,8.523205746,3537.530031
Rice,West,Maharashtra,749.8916872,28.86595113,69.21344612,139.0840169,6.526725282,49.77531085,8.535866475,3769.281703
Rice,West,Maharashtra,705.751769,27.29864585,69.3318485,142.1079331,6.541947025,46.76549363,8.488339649,3334.976865
Rice,West,Maharashtra,710.9875308,27.4673619,68.91554573,148.3724622,6.499720199,49.33748331,8.381659825,3441.935045
Rice,West,Maharashtra,717.3884439,27.50946127,67.4120661,139.6420037,6.424106313,47.2859416,8.778076633,3586.280752
Rice,West,Maharashtra,712.516643,27.02986421,68.01412632,136.6983943,6.534941421,48.84194589,8.69840377,3421.094774
Rice,West,Maharashtra,646.166427,27.65829163,67.04232509,135.6861212,6.534673946,47.21597472,8.811987277,3592.550892
Rice,West,Maharashtra,717.0892331,26.18042657,70.42388797,141.3062527,6.481536143,48.28677693,8.244752953,3561.297922
Rice,West,Maharashtra,674.2657123,26.18839783,64.95528163,145.5634419,6.46853683,51.06745542,8.492839707,3243.896306
Rice,West,Maharashtra,672.086889,27.74148697,67.68820364,137.2585635,6.508000911,49.00356547,8.823479763,3717.274884
Rice,West,Maharashtra,691.0057839,26.20437139,67.17306968,141.3014025,6.451812054,46.08569817,8.668757576,3492.702147
Rice,West,Maharashtra,700.8199249,26.5449028,67.53919857,135.3788343,6.544509921,50.07049867,8.230762428,3360.573371
Rice,West,Maharashtra,662.5867686,26.60998564,67.83312406,132.7517739,6.453907009,45.99208526,8.641453466,3510.401651
Rice,Central,Madhya Pradesh,721.9565612,30.10609252,64.90663983,158.6417244,6.683672605,48.6809221,8.740083753,3774.459863
Rice,Central,Madhya Pradesh,760.2849139,29.31104203,67.63755529,167.6896596,6.54387276,44.16499436,9.203532293,3690.724297
Rice,Central,Madhya Pradesh,753.7869069,30.20435353,66.78139184,153.3676394,6.652365885,48.33917998,8.954121851,3643.478458
Rice,Central,Madhya Pradesh,701.7223124,30.30855285,67.14411488,159.6890449,6.656217668,45.33184554,9.112921185,3497.050349
Rice,Central,Madhya Pradesh,739.4111962,29.89538745,66.45061584,158.1523654,6.59342637,47.65209434,8.912647153,3409.013435
Rice,Central,Madhya Pradesh,783.7395976,30.82887245,63.41547461,163.448539,6.574851261,46.52697443,9.058844826,3614.83883
Rice,Central,Madhya Pradesh,720.4058584,29.58567537,64.16761617,155.840889,6.596641085,44.56848002,9.136410413,3873.086923
Rice,Central,Madhya Pradesh,725.498669,30.1436427,66.99937022,162.3600114,6.603797763,47.48536484,9.096449791,3464.350637
Rice,Central,Madhya Pradesh,761.7289016,30.5323745,64.47342779,160.1896892,6.63416645,45.58137236,9.21459561,4004.580874
Rice,Central,Madhya Pradesh,720.3503492,29.17137324,66.60763719,163.6078125,6.588456681,48.90652133,8.73227884,3753.937793
Rice,Central,Madhya Pradesh,724.8534795,31.03162674,69.98503071,156.1667171,6.572522143,47.71917577,8.92257387,3643.188317
Rice,Central,Madhya Pradesh,740.6347105,28.84819611,65.97232451,156.5513611,6.575343859,48.88726401,8.748698621,3771.980778
Rice,Central,Madhya Pradesh,733.0259267,29.8321439,67.58074379,161.7002565,6.62853065,47.93636932,8.933738323,3558.16449
Rice,Central,Madhya Pradesh,712.8712368,29.50475368,71.89818885,166.2233979,6.532446282,43.35508409,9.096373212,3732.08972
Rice,Central,Madhya Pradesh,753.7220959,29.84702652,65.74909148,161.6393976,6.60429465,41.56139925,8.954040074,3522.289035
Rice,Central,Madhya Pradesh,744.3802855,31.7911554,66.73496333,158.4323516,6.646090075,46.96537577,9.084018898,3741.027589
Rice,Central,Madhya Pradesh,791.4135891,29.32146694,66.94726415,155.3680944,6.627775632,44.16262698,8.916526637,3605.736513
Rice,Central,Madhya Pradesh,764.395418,30.55107267,63.50856525,160.2746706,6.564521007,43.48299018,8.95659659,3603.727582
Rice,Central,Madhya Pradesh,800.6679122,30.2597759,63.244765,157.17613,6.651069165,50.17688555,8.682803338,3368.011342
Rice,Central,Madhya Pradesh,786.7741294,30.23376851,64.26341454,162.6731454,6.468212613,46.00675101,9.065564235,3788.640521
Rice,Central,Madhya Pradesh,714.6526012,30.0514123,64.14915075,161.2769188,6.555232684,45.18379832,8.800836921,3747.670436
Rice,Central,Madhya Pradesh,761.4612779,29.85922766,66.07647599,152.7570429,6.585016168,45.89959077,9.524158618,3483.204946
Rice,Central,Madhya Pradesh,776.604431,30.59811526,66.56127281,168.7931024,6.618605274,46.77831839,8.989375869,3833.535332
Rice,Central,Madhya Pradesh,767.4117308,29.62459363,63.36150561,158.9850968,6.559998072,45.87295085,9.247487627,3581.404752
Rice,Central,Madhya Pradesh,738.9294155,30.03481364,67.69686176,148.7655533,6.569664985,46.42256738,9.240015791,3576.214633
Rice,Central,Madhya Pradesh,693.0861823,30.37182687,64.72927522,154.0516667,6.568782731,45.63094928,8.879051067,3319.165091
Rice,Central,Madhya Pradesh,762.4266549,30.76492502,67.30304398,154.3115716,6.589925423,45.98695737,9.119758878,3750.251073
Rice,Central,Madhya Pradesh,721.645655,30.04919733,66.91456081,167.2791116,6.635225327,47.57811337,9.016765326,3861.568872
Rice,Central,Madhya Pradesh,750.2440699,29.48334725,68.80673994,163.4895164,6.577847799,45.04101407,9.059315109,3719.477719
Rice,Central,Madhya Pradesh,744.9323066,30.1867852,69.39991475,165.3577158,6.60953178,47.88262116,8.793495219,3709.689057
Rice,Central,Madhya Pradesh,785.2326587,29.86917246,64.30473214,156.7395556,6.545518348,44.43047618,8.92589838,3439.164947
Rice,Central,Madhya Pradesh,740.3904583,30.5413663,64.18448764,167.5964196,6.625539604,48.06116117,8.868433089,3778.178784
Rice,Central,Madhya Pradesh,712.7016525,30.5341485,66.34367868,162.7662561,6.54122027,44.20986032,9.119445644,3507.747799
Rice,Central,Madhya Pradesh,751.5801573,29.17971732,67.69634843,153.8373834,6.627614997,47.25126187,8.860645636,3737.303985
Rice,Central,Madhya Pradesh,746.5110566,29.67669489,63.98289063,150.1868715,6.617482502,42.87039446,9.01906884,3610.482768
Rice,Central,Madhya Pradesh,756.9785694,29.8187727,65.34110443,163.6593535,6.616752901,46.63231191,9.093853518,3419.664182
Rice,Central,Madhya Pradesh,758.919717,30.36748128,63.96663374,158.7795976,6.598034636,45.73100643,9.066771993,3864.705017
Rice,Central,Madhya Pradesh,767.0441682,29.21266848,67.24413998,166.6446666,6.619340426,48.18196085,9.402454089,3803.556432
Rice,Central,Madhya Pradesh,746.2327149,30.62705308,66.28977567,160.1195152,6.582429288,49.12682672,8.836314267,3879.855159
Rice,Central,Madhya Pradesh,752.4966031,29.1604163,66.73529859,149.4998675,6.631275401,47.77046297,8.881528809,3668.532154
Rice,Central,Madhya Pradesh,788.8539358,29.69655198,63.88218483,167.408317,6.69812936,46.00739134,9.202292607,3851.221387
Rice,Central,Madhya Pradesh,721.4378942,29.7088165,68.46174903,168.4250714,6.628144043,44.24037129,9.397412222,3570.354365
Rice,Central,Madhya Pradesh,731.6215555,30.2054027,69.10832084,164.2698799,6.620743275,46.92657706,9.008702934,3733.720927
Rice,Central,Madhya Pradesh,676.7609981,29.82203552,66.48264387,154.2449296,6.619316166,45.59105756,9.35109514,3885.952959
Rice,Central,Madhya Pradesh,728.3548608,29.90949737,65.85210487,157.7417026,6.609751249,44.48343586,8.773876933,3743.406684
Rice,Central,Madhya Pradesh,755.7382396,29.51741054,67.79071086,156.8421114,6.612658262,47.64068803,8.993277487,3718.211137
Rice,Central,Madhya Pradesh,727.0892589,29.88212005,65.58828114,156.2671083,6.591161292,42.9027634,8.901769251,3607.268676
Rice,Central,Madhya Pradesh,733.5955062,29.85510153,65.8764716,162.3972076,6.643725854,44.70046955,8.759359829,3493.693338
Rice,Central,Madhya Pradesh,727.819927,29.78884721,64.46000787,153.5194167,6.577193959,46.36285324,9.119005893,3566.386542
Rice,Central,Madhya Pradesh,729.6750544,29.44398101,65.93712166,155.7578568,6.628656391,42.42826702,8.928074066,3695.166101
Rice,Central,Madhya Pradesh,744.5958629,31.6158202,66.69960005,154.979727,6.595226788,42.44750733,8.98388005,3525.041591
Rice,Central,Madhya Pradesh,762.8847569,29.67027584,65.76646817,156.8222108,6.686942568,45.35751447,9.366511409,3772.122764
Rice,Central,Madhya Pradesh,752.0516682,30.22123989,66.7875946,150.3616371,6.58605583,47.69031594,8.990220563,3439.221523
Rice,Central,Madhya Pradesh,738.6898887,31.02246331,68.49378343,159.68998,6.647572464,45.26698596,8.659225683,3511.330102
Rice,Central,Madhya Pradesh,779.0722192,29.83560415,65.51323204,158.500809,6.695206829,49.25191783,9.443756047,3626.143218
Rice,Central,Madhya Pradesh,747.3906122,29.09001447,68.95386885,154.1611022,6.610838778,43.80539494,8.882226635,3524.410635
Rice,Central,Madhya Pradesh,724.8031185,29.67652638,64.90346241,164.1666696,6.54475686,46.44108285,9.24359183,3573.020545
Rice,Central,Madhya Pradesh,722.0520277,29.86168522,68.35945042,160.9705382,6.573439285,46.9677533,8.77954157,3752.203927
Rice,Central,Madhya Pradesh,750.2151827,29.81531492,64.3228284,155.5665954,6.626740867,48.457961,8.872538451,3718.758006
Rice,Central,Madhya Pradesh,687.8243245,29.64922936,65.93788213,155.4515829,6.553174681,44.66444089,9.058438546,3621.900647
Rice,Central,Madhya Pradesh,684.0442192,28.72757991,64.78626964,162.2884329,6.462624758,45.00053965,8.894750429,3858.250667
Rice,Central,Madhya Pradesh,730.3744547,30.22979339,66.28251428,149.3471676,6.638410361,46.43079301,9.101653728,4238.935656
Rice,Central,Madhya Pradesh,687.8971765,31.03481799,65.42510496,161.4366445,6.597724388,45.15152733,8.886033414,3699.42631
Rice,Central,Madhya Pradesh,702.0706576,30.4503475,65.16761119,154.3496533,6.577499357,48.51429843,8.892932983,3703.768043
Rice,Central,Madhya Pradesh,721.7260931,30.45475311,67.37101548,169.2430442,6.591221803,47.33730961,9.019613508,3844.380767
Rice,Central,Madhya Pradesh,722.0291903,30.44700319,65.61060541,159.6790591,6.604587624,46.50448079,8.976754191,3682.206977
Rice,Central,Madhya Pradesh,779.4529514,30.59126981,67.73830918,157.7223024,6.555537959,47.91060112,9.175209359,3870.900601
Rice,Central,Madhya Pradesh,724.9004844,29.86227081,62.72103167,158.0376445,6.649828526,45.06700924,9.128095959,3621.424534
Rice,Central,Madhya Pradesh,748.1014257,29.31138517,66.1704189,145.0443201,6.590655192,42.73905351,9.241198903,3766.611103
Rice,Central,Madhya Pradesh,751.6667745,30.91260374,64.10216696,168.736816,6.646609578,45.52688943,9.227124029,3484.055973
Rice,Central,Madhya Pradesh,719.387146,29.63484617,64.94204458,154.7172118,6.661154153,45.4822912,9.070500994,3564.447295
Rice,Central,Madhya Pradesh,694.4849175,30.16203442,62.17549005,159.6568298,6.531584248,49.974552,9.182272544,3665.863069
Rice,Central,Madhya Pradesh,771.5926669,29.49221041,67.08695876,160.9990522,6.613201004,48.544707,9.146498421,3693.308549
Rice,Central,Madhya Pradesh,698.6278141,29.42397222,65.75458213,160.4668619,6.543489814,50.82335335,9.303278811,3740.317748
Rice,Central,Madhya Pradesh,741.8009215,29.87267462,64.09616308,160.3874026,6.612887627,43.51647885,9.066835283,3626.711143
Rice,Central,Madhya Pradesh,692.3048111,29.48376899,65.17278893,169.4384383,6.627827656,43.32903686,9.097207258,3417.904402
Rice,Central,Madhya Pradesh,767.0672763,29.71732521,65.81272762,166.6289832,6.535641822,43.20576363,8.883280135,3805.756828
Rice,Central,Madhya Pradesh,702.0163481,28.30070664,65.09768228,162.758704,6.660013087,45.07367728,8.917714679,3823.08511
Rice,Central,Madhya Pradesh,693.2564575,29.76688753,66.38084778,162.2460936,6.574509665,46.06888202,8.502334529,3551.262738
Rice,Central,Madhya Pradesh,751.3377178,29.41062358,66.11796844,162.2343625,6.58287254,46.34092754,8.807453487,3619.008308
Rice,Central,Madhya Pradesh,755.2554042,30.09418378,64.82693746,161.121082,6.63573049,41.90011744,9.231814813,3599.561789
Rice,Central,Madhya Pradesh,750.6372483,30.71834815,63.25665261,156.452795,6.585572565,44.43249296,9.346987315,3521.484186
Rice,Central,Madhya Pradesh,726.1113305,30.12263342,63.59570095,158.0215964,6.615872663,45.33427919,8.981322628,3570.600183
Rice,Central,Madhya Pradesh,702.1382423,30.19295593,69.50986614,160.0920082,6.611263206,47.38544551,8.746133901,3905.377199
Rice,Central,Madhya Pradesh,745.0582199,30.97911414,64.53393401,169.0903096,6.638757775,47.10608017,9.046804891,3612.720707
Rice,Central,Madhya Pradesh,770.0132915,30.08421592,62.06586059,154.4140677,6.590707712,46.61999797,8.988682302,3832.845618
Rice,Central,Madhya Pradesh,691.2224534,30.08615276,62.36404155,163.7985615,6.595277064,46.83921994,8.827223408,3841.91974
Rice,Central,Madhya Pradesh,766.0431166,30.35012658,65.74096551,162.8992864,6.564655372,47.71111132,9.329896179,3810.591584
Rice,Central,Madhya Pradesh,721.7599383,30.21685039,63.41371691,162.8619516,6.622530171,42.26036732,8.767643231,3607.529165
Rice,Central,Madhya Pradesh,732.4785063,29.27431384,66.77795746,161.257368,6.590286543,44.488417,9.209741425,3898.311067
Rice,Central,Madhya Pradesh,727.9109629,29.63269985,66.98241533,158.2098531,6.59303014,47.4793063,8.618128782,3847.745349
Rice,Central,Madhya Pradesh,741.8170131,29.75310411,65.82153169,159.8121468,6.513439935,48.98987645,9.008265126,3716.45032
Rice,Central,Madhya Pradesh,763.7887443,29.38730253,66.9469438,158.6617945,6.642338539,41.74554516,8.98018114,3559.576902
Rice,Central,Madhya Pradesh,750.8065738,30.28202651,64.58474821,156.4391307,6.594466732,44.20671555,9.168396739,3594.61892
Rice,Central,Madhya Pradesh,667.3252945,29.77510677,63.92291236,151.8436209,6.538128668,46.21881694,9.265728166,3696.977671
Rice,Central,Madhya Pradesh,724.8374153,30.27354252,65.08181938,156.5269982,6.542281867,42.49634239,8.922015259,3673.708023
Rice,Central,Madhya Pradesh,737.5844082,29.75041984,64.10850788,163.041231,6.534143404,47.55205583,8.799556596,3537.134714
Rice,Central,Madhya Pradesh,703.3303702,29.69915871,67.95062492,162.5781404,6.648921106,47.04428509,8.779266034,3600.381616
Rice,Central,Madhya Pradesh,720.4950218,30.79834494,63.60642271,164.4684884,6.644647694,49.6592404,8.918062681,3756.848324
Rice,Central,Madhya Pradesh,797.0412959,29.62941499,62.9299195,150.5999498,6.635635601,42.23369958,8.925536189,3715.596978
Rice,South,Karnataka,1104.629388,27.25526692,82.44457971,206.3943291,6.352384181,70.64600972,10.04546811,6924.528772
Rice,South,Karnataka,1122.509965,27.27073519,84.36698733,194.1097957,6.483361206,75.04647724,10.3471244,7067.269836
Rice,South,Karnataka,1058.58442,26.68533112,80.52939308,203.6073966,6.347492963,73.5149903,10.47410723,6904.280435
Rice,South,Karnataka,1107.093776,26.407276,80.30629807,206.2480945,6.43896745,71.92196096,10.11641809,6496.128819
Rice,South,Karnataka,1073.22869,28.14685145,79.43908886,200.9473991,6.450372199,69.49015466,10.23694209,6940.687331
Rice,South,Karnataka,1100.312483,28.72104183,78.66280148,205.2936426,6.391359913,73.54384031,10.28826143,6690.02657
Rice,South,Karnataka,1105.72491,25.88525913,83.206495,201.4907923,6.431933008,74.11623665,10.27352397,6822.213413
Rice,South,Karnataka,1077.973292,26.57266754,84.37346924,207.181677,6.388094478,72.09200549,10.01907713,6975.913527
Rice,South,Karnataka,1116.635421,28.16473046,80.24335385,198.1099605,6.411572296,73.29297908,10.15686647,6669.055836
Rice,South,Karnataka,1122.035188,27.43268122,80.1674518,206.777214,6.458509935,72.26859299,10.21591957,6883.108666
Rice,South,Karnataka,1078.457423,27.01801889,77.69523291,204.3822782,6.321925339,75.00683966,10.13397598,6768.249953
Rice,South,Karnataka,1084.306652,26.82717668,84.83706269,187.5609567,6.463848269,72.67604696,9.95859567,6638.703141
Rice,South,Karnataka,1141.909826,26.43269587,79.69329898,205.6865727,6.416927644,70.12414885,10.243325,6646.137097
Rice,South,Karnataka,1127.520535,27.63682258,83.0640124,201.8083053,6.488059406,71.99937265,9.963625175,6867.421087
Rice,South,Karnataka,1152.151176,26.3911443,81.27707447,202.0822302,6.397304758,70.03539284,10.42437157,7148.006108
Rice,South,Karnataka,1104.903286,26.45755903,78.90207895,201.2898799,6.455193867,72.95033549,10.19951923,6711.609252
Rice,South,Karnataka,1072.695909,27.5008508,83.82754324,192.2713511,6.479491949,73.14814244,10.47991893,6598.680838
Rice,South,Karnataka,1065.854396,26.91061841,83.00556885,208.9818041,6.435303946,71.51463745,9.994726158,6984.500086
Rice,South,Karnataka,1075.882364,27.97708113,81.4312307,207.9529104,6.433946565,71.72600902,10.09612073,6748.863818
Rice,South,Karnataka,1110.707917,27.0462939,80.81237718,199.1718429,6.403928851,67.74253181,10.29163362,6653.041816
Rice,South,Karnataka,1071.16669,25.98759339,78.412215,193.2227625,6.364548952,75.90651828,10.09482406,6826.662516
Rice,South,Karnataka,1110.012035,27.07863911,81.84511308,194.0235312,6.472546377,75.61439329,9.863468261,6646.395711
Rice,South,Karnataka,1093.004741,26.42127732,83.01193111,196.358639,6.508252803,74.38109719,10.24251481,6954.047939
Rice,South,Karnataka,1127.647511,26.66163151,80.36756551,200.3907153,6.443081806,72.2781208,9.884600704,6679.576333
Rice,South,Karnataka,1098.150678,26.95460064,85.94508435,193.0700603,6.425279462,74.97822622,10.65428995,6739.340387
Rice,South,Karnataka,1112.285736,27.34185621,82.39096346,199.505774,6.421798769,66.93550783,10.3364139,6818.926686
Rice,South,Karnataka,1094.438128,28.22811732,80.65013196,197.9846201,6.499577665,70.33587739,10.08997694,6777.946186
Rice,South,Karnataka,1121.018362,27.1246815,79.41474931,197.3391572,6.369632278,71.84555791,10.28516873,6862.730863
Rice,South,Karnataka,1055.599706,27.63836459,82.50513769,206.9226602,6.422209916,74.20264592,10.29330906,7001.933863
Rice,South,Karnataka,1113.056266,26.94125085,86.54486944,204.4451856,6.428687221,69.44739117,9.942338477,6843.907322
Rice,South,Karnataka,1103.63803,26.63152646,82.2819654,207.9431346,6.434770124,69.71798298,10.17769823,6679.255028
Rice,South,Karnataka,1090.307502,26.7518306,81.04470883,193.7243231,6.393617266,70.87878473,9.614110262,7107.945804
Rice,South,Karnataka,1127.219241,26.77421957,82.0376381,194.1417283,6.484786144,75.79457739,10.23133875,6953.529597
Rice,South,Karnataka,1104.382169,26.19796474,81.17635326,200.6596398,6.377272614,71.56269345,10.18172009,6787.868225
Rice,South,Karnataka,1101.306462,26.36363696,80.5659677,193.5770787,6.448890777,67.78870612,10.43071807,7007.95241
Rice,South,Karnataka,1092.445485,25.43811775,81.27737888,199.6790792,6.349470089,70.96956321,10.50603904,6899.739074
Rice,South,Karnataka,1076.885897,26.0414405,81.34596536,198.9327161,6.424809959,70.92936657,10.30229992,7090.273106
Rice,South,Karnataka,1120.387526,26.9711469,81.63369906,198.2166343,6.459032046,70.74537311,10.20904454,6807.679685
Rice,South,Karnataka,1087.455395,26.17652067,82.64594901,199.6949801,6.425012023,70.93279939,10.44416426,6668.483933
Rice,South,Karnataka,1142.801007,25.95141809,82.86954013,202.3771534,6.360222147,72.84878788,10.45590373,6467.477174
Rice,South,Karnataka,1112.56862,25.50403751,80.06867039,208.1458318,6.370910898,69.65224007,10.16041245,7110.185951
Rice,South,Karnataka,1054.207944,26.36921405,84.99486337,209.2885117,6.394828439,69.52189459,10.6191687,7039.166359
Rice,South,Karnataka,1116.973675,26.51255859,81.90194132,199.1981996,6.416542565,74.90200288,10.37588341,6638.393588
Rice,South,Karnataka,1134.412411,27.18787928,83.37413159,207.3327043,6.344420988,71.92834884,10.09370909,6564.821086
Rice,South,Karnataka,1108.667749,28.50693393,78.31984451,199.8385969,6.432027147,72.2461564,10.17737439,6605.117545
Rice,South,Karnataka,1105.819669,26.54594161,77.62015659,205.9729611,6.447919291,72.10332195,10.24581494,6961.147702
Rice,South,Karnataka,1105.608491,27.54241053,81.4050356,206.5599187,6.416039286,72.38810389,9.945987782,6843.043378
Rice,South,Karnataka,1079.201127,26.61703036,80.36924874,194.6688253,6.50623857,74.66267812,10.5840735,6616.565747
Rice,South,Karnataka,1101.781344,26.22389542,80.60861025,195.4093651,6.4619792,71.20754064,10.41367587,6890.618133
Rice,South,Karnataka,1157.590969,26.11233347,84.51846648,205.7322044,6.351331058,74.01426667,10.26722899,6765.878561
